"","appid","name","release_date","english","developer","publisher","platforms","required_age","categories","genres","steamspy_tags","achievements","positive_ratings","negative_ratings","average_playtime","median_playtime","owners","price"
"1612",228300,"Remember Me","2013/6/6",1,"DONTNOD Entertainment","Capcom","windows",16,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Action;Adventure","Cyberpunk;Action;Female Protagonist",50,9080,1815,276,238,"500000-1000000",22.99
"1614",228360,"Full Throttle Remastered","2017/4/18",1,"Double Fine Productions;Shiny Shoe","Double Fine Productions","windows;mac;linux",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Adventure","Adventure;Point & Click;Classic",40,1162,91,15,28,"100000-200000",10.99
"1615",228380,"Wreckfest","2018/6/14",1,"Bugbear","THQ Nordic","windows",0,"Single-player;Multi-player;Online Multi-Player;Steam Workshop;Partial Controller Support;Stats;Steam Leaderboards","Action;Indie;Racing;Simulation;Sports","Racing;Destruction;Simulation",0,8834,2486,778,1135,"500000-1000000",38.99
"1617",228760,"TrackMania2 Canyon","2013/2/27",1,"Nadeo","Ubisoft","windows",0,"Single-player;Multi-player;VR Support;Steam Workshop;Partial Controller Support;Includes level editor","Racing;Sports","Racing;Multiplayer;Level Editor",0,1065,259,3793,5675,"100000-200000",16.99
"1618",228960,"Skulls of the Shogun","2013/7/29",1,"17-BIT","17-BIT","windows;mac;linux",0,"Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Steam Leaderboards;Commentary available","Indie;Strategy","Strategy;Indie;Turn-Based Strategy",27,498,56,329,411,"100000-200000",7.19
"1620",229520,"Dungeon Hearts","2013/3/28",1,"Cube Roots","Devolver Digital","windows;mac;linux",0,"Single-player;Steam Trading Cards;Steam Leaderboards","Casual;Indie;Strategy","Casual;Indie;Strategy",17,319,178,200,204,"50000-100000",1.99
"1624",229810,"A Fistful of Gun","2015/9/23",1,"FarmerGnome","Devolver Digital","windows",0,"Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support","Action;Indie","Action;Indie;Western",14,284,136,267,444,"100000-200000",9.99
"1628",230050,"DLC Quest","2013/3/18",1,"Going Loud Studios","Going Loud Studios","windows;mac",0,"Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards","Indie","Platformer;Indie;Satire",22,5434,718,126,139,"200000-500000",1.99
"1631",230190,"War for the Overworld","2015/4/2",1,"Brightrock Games","Brightrock Games","windows;mac;linux",0,"Single-player;Multi-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Captions available;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor","Indie;Simulation;Strategy","Strategy;RTS;God Game",141,3948,753,471,581,"200000-500000",22.99
"1633",230290,"Universe Sandbox 2","2015/8/24",1,"Giant Army","Giant Army","windows;mac;linux",0,"Single-player;Partial Controller Support","Casual;Indie;Simulation;Early Access","Early Access;Space;Sandbox",0,5918,377,120,150,"200000-500000",19.49
"1635",230410,"Warframe","2013/3/25",1,"Digital Extremes","Digital Extremes","windows",16,"Single-player;Multi-player;Co-op;Steam Trading Cards;In-App Purchases;Partial Controller Support","Action;Free to Play","Free to Play;Action;Co-op",187,226541,20268,5845,394,"20000000-50000000",0
"1637",230700,"La-Mulana","2013/4/15",1,"NIGORO","AGM PLAYISM","windows;mac;linux",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Action;Adventure;Indie","Metroidvania;Platformer;Difficult",64,1447,333,583,875,"200000-500000",10.99
"1639",230820,"The Night of the Rabbit","2013/5/28",1,"Daedalic Entertainment","Daedalic Entertainment","windows;mac",0,"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud","Adventure;Indie","Adventure;Point & Click;Indie",17,1700,179,96,112,"200000-500000",16.99
"1643",231040,"Beatbuddy: Tale of the Guardians","2013/8/6",1,"Threaks","Threaks","windows;mac;linux",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards","Action;Adventure;Casual;Indie","Indie;Music;Adventure",15,814,236,99,101,"200000-500000",6.99
"1644",231140,"Cities XL Platinum","2013/2/6",1,"Focus Home Interactive","Focus Home Interactive","windows",0,"Single-player;Steam Cloud","Simulation","Simulation;City Builder;Strategy",0,771,584,19,28,"200000-500000",7.49
"1645",231160,"The Swapper","2013/5/30",1,"Olli Harjola, Otto Hantula, Tom Jubert, Carlo Castellano","Facepalm Games","windows;mac;linux",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards","Action;Adventure;Indie","Puzzle;Sci-fi;Atmospheric",10,5699,242,129,184,"500000-1000000",11.99
"1649",231430,"Company of Heroes 2","2013/6/25",1,"Relic Entertainment;Feral Interactive (Mac);Feral Interactive (Linux)","SEGA;Feral Interactive (Mac);Feral Interactive (Linux)","windows;mac;linux",18,"Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Stats","Strategy","Strategy;World War II;RTS",452,32548,12038,1846,277,"2000000-5000000",14.99
"1651",231740,"Knights of Pen and Paper +1 Edition","2013/6/18",1,"Behold Studios","Paradox Interactive","windows;mac;linux",0,"Single-player;Steam Achievements;Steam Trading Cards","Indie;RPG","RPG;Turn-Based;Indie",42,2268,417,709,1175,"200000-500000",7.99
"1652",232010,"Euro Truck Simulator","2013/3/8",1,"SCS Software","SCS Software","windows;mac",0,"Single-player;Partial Controller Support","Indie;Simulation","Simulation;Driving;Multiplayer",0,3772,973,315,426,"1000000-2000000",3.99
"1653",232050,"Eador. Masters of the Broken World","2013/4/19",1,"Snowbird Games","Snowbird Games","windows",0,"Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud","Indie;Strategy","Strategy;Turn-Based Strategy;Fantasy",56,1365,679,272,273,"1000000-2000000",14.99
"1654",232090,"Killing Floor 2","2016/11/18",1,"Tripwire Interactive","Tripwire Interactive","windows",18,"Single-player;Multi-player;Online Multi-Player;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;In-App Purchases;Valve Anti-Cheat enabled;Includes level editor","Action","Zombies;Co-op;Gore",257,60917,8354,2967,957,"2000000-5000000",19.99
"1655",232430,"Gone Home","2013/8/15",1,"Fullbright","Fullbright","windows;mac;linux",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud;Commentary available","Adventure;Indie","Walking Simulator;Short;Indie",10,11893,3651,90,129,"500000-1000000",10.99
"1657",232770,"POSTAL","2013/3/21",1,"Running With Scissors","Running With Scissors","windows;mac;linux",18,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards","Action;Indie","Action;Classic;Dark Humor",27,2319,502,137,180,"200000-500000",1.49
"1659",232890,"Stronghold Crusader 2","2014/9/22",1,"FireFly Studios","FireFly Studios","windows",0,"Single-player;Online Multi-Player;Online Co-op;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor","Simulation;Strategy","Strategy;Medieval;RTS",81,4280,2786,259,233,"500000-1000000",24.99
"1660",232910,"TrackMania2 Stadium","2013/6/20",1,"Nadeo","Ubisoft","windows",0,"Single-player;Multi-player;VR Support;Steam Workshop;Partial Controller Support;Includes level editor","Racing;Sports","Racing;Multiplayer;Level Editor",0,2915,571,6516,9562,"500000-1000000",8.59
"1664",233130,"Shadow Warrior","2013/9/26",1,"Flying Wild Hog","Devolver Digital","windows;mac;linux",18,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Cloud","Action;Adventure","Action;FPS;Swordplay",92,18716,1426,319,227,"2000000-5000000",29.99
"1665",233150,"LUFTRAUSERS","2014/3/18",1,"Vlambeer","Devolver Digital","windows;mac;linux",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards","Action;Indie;Simulation","Indie;Arcade;Action",12,3180,302,260,347,"200000-500000",6.99
"1669",233270,"Far Cry 3 - Blood Dragon","2013/5/1",1,"Ubisoft Montreal","Ubisoft","windows",0,"Single-player;Steam Trading Cards;Partial Controller Support","Action;Adventure","FPS;1980s;Comedy",0,9282,1257,249,201,"1000000-2000000",12.49
"1670",233290,"Murdered: Soul Suspect","2014/6/5",1,"Airtight Games","Square Enix","windows",16,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards","Action;Adventure;RPG","Detective;Adventure;Horror",48,8658,1647,282,343,"500000-1000000",19.99
"1674",233450,"Prison Architect","2015/10/6",1,"Introversion Software","Paradox Interactive","windows;mac;linux",0,"Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor","Indie;Simulation;Strategy","Simulation;Building;Management",18,31687,2286,1472,717,"2000000-5000000",23.79
"1675",233470,"Evoland","2013/4/4",1,"Shiro Games","Shiro Games","windows;mac",0,"Single-player;Steam Achievements;Full controller support","Adventure;Indie;RPG","RPG;Indie;Adventure",29,4437,906,237,283,"200000-500000",6.99
"1678",233610,"Distance","2018/9/18",1,"Refract","Refract","windows;mac;linux",0,"Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Captions available;VR Support;Steam Workshop;Partial Controller Support;Steam Leaderboards;Includes level editor","Action;Indie;Racing","Racing;Great Soundtrack;Multiplayer",31,3989,279,887,1307,"100000-200000",19.49
"1679",233720,"Surgeon Simulator","2013/4/19",1,"Bossa Studios","Bossa Studios","windows;mac;linux",0,"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud","Action;Indie;Simulation","Simulation;Comedy;Indie",123,11387,2462,266,258,"1000000-2000000",6.99
"1680",233740,"Organ Trail: Director's Cut","2013/3/19",1,"The Men Who Wear Many Hats","The Men Who Wear Many Hats","windows;mac;linux",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards","Indie;Strategy","Zombies;Indie;Retro",28,2182,284,203,298,"200000-500000",3.99
"1681",233840,"Worms Clan Wars","2013/8/15",1,"Team17 Digital Ltd","Team17 Digital Ltd","windows;mac;linux",0,"Single-player;Multi-player;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Steam Cloud;Steam Leaderboards;Includes level editor","Strategy","Strategy;Multiplayer;Turn-Based",14,1730,556,533,486,"500000-1000000",18.99
"1682",233860,"Kenshi","2018/12/6",1,"Lo-Fi Games","Lo-Fi Games","windows",0,"Single-player;Steam Workshop;Includes level editor","Action;Indie;RPG;Simulation;Strategy","Open World;Sandbox;RPG",0,9512,1171,1756,2026,"200000-500000",22.99
"1683",233980,"UnEpic","2014/7/25",1,"@unepic_fran","@unepic_fran","windows;mac;linux",16,"Single-player;Multi-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Includes level editor","Action;Indie;RPG","RPG;Indie;Platformer",57,5899,449,392,342,"200000-500000",9.99
"1684",234080,"Castlevania: Lords of Shadow ¨C Ultimate Edition","2013/8/27",1,"MercurySteam - Climax Studios","Konami Digital Entertainment","windows",16,"Single-player;Steam Achievements;Full controller support;Steam Cloud","Action;Adventure","Action;Adventure;Hack and Slash",47,3827,953,706,908,"200000-500000",19.99
"1685",234140,"Mad Max","2015/9/1",1,"Avalanche Studios;Feral Interactive (Mac);Feral Interactive (Linux)","Warner Bros. Interactive Entertainment;Feral Interactive (Mac);Feral Interactive (Linux)","windows;mac;linux",18,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Action;Adventure","Open World;Action;Post-apocalyptic",49,36222,3811,1030,699,"2000000-5000000",15.99
"1687",234190,"Receiver","2013/4/29",1,"Wolfire Games","Wolfire Games","windows;mac;linux",0,"Single-player","Action;Indie;Simulation","Simulation;FPS;Indie",0,2627,695,77,112,"500000-1000000",3.99
"1688",234270,"Ken Follett's The Pillars of the Earth","2017/8/15",1,"Daedalic Entertainment","Daedalic Entertainment","windows;mac;linux",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Adventure;Casual;Indie","Point & Click;Choices Matter;Medieval",41,1320,99,101,173,"50000-100000",26.99
"1693",234390,"Teleglitch: Die More Edition","2013/7/24",1,"Test3 Projects","Paradox Interactive","windows;mac;linux",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Action;Indie","Rogue-like;Indie;Top-Down Shooter",39,2158,361,117,126,"500000-1000000",8.99
"1694",234490,"Rush Bros.","2013/5/24",1,"XYLA Entertainment","Digital Tribe","windows;mac",0,"Single-player;Multi-player;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards","Action;Indie;Racing","Indie;Racing;Platformer",54,553,341,63,122,"100000-200000",7.19
"1695",234630,"Project CARS","2015/3/15",1,"Slightly Mad Studios","Slightly Mad Studios;BANDAI NAMCO Entertainment","windows",0,"Single-player;Multi-player;Steam Achievements;Steam Trading Cards;VR Support;Partial Controller Support;Steam Leaderboards","Racing;Simulation;Sports","Racing;Simulation;Driving",45,8618,2720,232,282,"1000000-2000000",23.39
"1696",234650,"Shadowrun Returns","2013/7/25",1,"Harebrained Schemes","Paradox Interactive","windows;mac;linux",0,"Single-player;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor","Adventure;Indie;RPG;Strategy","RPG;Cyberpunk;Turn-Based",0,8676,1132,278,240,"1000000-2000000",10.99
"1697",234670,"NARUTO SHIPPUDEN: Ultimate Ninja STORM 3 Full Burst HD","2013/10/24",1,"CyberConnect2 Co. Ltd.","BANDAI NAMCO Entertainment","windows",0,"Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards","Action;Adventure","Anime;Fighting;Action",54,8209,882,1360,2404,"500000-1000000",14.99
"1701",234940,"The 39 Steps","2013/4/25",1,"The Story Mechanics","The Secret Experiment","windows;mac;linux",0,"Single-player;Steam Achievements;Steam Trading Cards","Adventure;Casual;Indie","Adventure;Indie;Casual",20,982,317,218,262,"200000-500000",3.99
"1703",235210,"STRIDER? / ¥¹¥È¥é¥¤¥À©`ïw¸o?","2014/2/19",1,"Double Helix Games;Capcom","Capcom","windows",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards","Action;Adventure","Platformer;Metroidvania;Action",30,2127,401,324,418,"500000-1000000",11.99
"1704",235250,"Super Sanctum TD","2013/5/9",1,"Coffee Stain Studios","Coffee Stain Publishing","windows;mac",0,"Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards","Casual;Indie;Strategy","Tower Defense;Strategy;Indie",27,1271,169,121,143,"100000-200000",3.99
"1706",235340,"Prime World","2014/3/31",1,"Nival","Nival","windows",0,"Multi-player;MMO;Co-op;Steam Trading Cards","Action;Free to Play;Massively Multiplayer;RPG","Free to Play;MOBA;Strategy",0,1954,1378,28,33,"500000-1000000",0
"1710",235460,"METAL GEAR RISING: REVENGEANCE","2014/1/9",1,"PlatinumGames","Konami Digital Entertainment","windows",18,"Single-player;Steam Achievements;Full controller support;Steam Cloud","Action","Great Soundtrack;Action;Hack and Slash",60,13722,1157,863,870,"500000-1000000",19.99
"1712",235540,"Warhammer: End Times - Vermintide","2015/10/23",1,"Fatshark","Fatshark","windows",16,"Single-player;Co-op;Steam Achievements;Steam Trading Cards;Captions available;Partial Controller Support;Steam Cloud","Action;Indie","Action;Online Co-Op;Co-op",108,13905,3560,1200,608,"1000000-2000000",22.99
"1713",235600,"Tom Clancy¡¯s Splinter Cell Blacklist","2013/8/23",1,"Ubisoft Toronto","Ubisoft","windows",0,"Single-player;Multi-player;Co-op","Action;Adventure","Stealth;Action;Co-op",0,10016,1982,669,820,"500000-1000000",16.99
"1714",235620,"Small World 2","2013/12/11",1,"Days of Wonder","Days of Wonder;Asmodee Digital","windows;mac;linux",0,"Single-player;Multi-player;Cross-Platform Multiplayer;Steam Trading Cards;Steam Turn Notifications","Casual;Indie;Strategy","Board Game;Strategy;Casual",0,520,174,1364,2708,"100000-200000",6.99
"1716",235720,"Cubetractor","2013/5/29",1,"Ludochip","Ludochip","windows;mac",0,"Single-player;Steam Achievements;Partial Controller Support;Steam Cloud;Steam Leaderboards","Action;Indie;Strategy","Indie;Strategy;Action",13,327,103,36,37,"200000-500000",3.99
"1722",236090,"Dust: An Elysian Tail","2013/5/24",1,"Humble Hearts LLC","Microsoft Studios","windows;mac;linux",0,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud","Action;Adventure;Indie;RPG","Action;Platformer;Indie",30,15064,625,370,247,"1000000-2000000",11.99
