appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
1025050,Figure Quest,2019/3/11,1,greenfigure;BlastFM,greenfigure,windows,0,Single-player;Steam Achievements;In-App Purchases,Action;Adventure;Casual;Indie;Strategy,Action;Casual;Strategy,5,115,7,0,0,0-20000,1.65
1025070,淑女同萌！-New Division- / Hello Lady! -New Division-,2019/4/19,0,AKATSUKI-WORKS,HIKARI FIELD,windows,0,Single-player;Partial Controller Support;Steam Cloud,Adventure,Nudity;Sexual Content;Adventure,0,126,1,0,0,0-20000,11.39
1025130,Oik Memory 3,2019/2/14,1,Crew Lab,Crew Lab,windows,0,Single-player;Steam Achievements,Casual;Indie;Simulation,Indie;Casual;Simulation,85,26,2,0,0,0-20000,0.79
1025200,The Floor Is Really Cheap Lava,2019/2/15,1,Kain Swartzbaugh,Kain Swartzbaugh,windows,0,Single-player;Steam Achievements;In-App Purchases;Steam Leaderboards,Casual;Free to Play;Indie;Racing;Strategy,Free to Play;Casual;Indie,26,57,12,0,0,0-20000,0
1025240,GLAD VALAKAS TOWER DEFENCE 2,2019/3/7,0,Snkl Studio,Snkl Studio,windows,0,Single-player;Steam Achievements,Action;Casual;Indie;Strategy,Casual;Action;Indie,20,64,3,0,0,0-20000,0.79
1025250,Shadow Corridor,2019/3/8,1,KazukiShiroma,KazukiShiroma,windows,0,Single-player;Full controller support,Action;Indie,Action;Indie;Horror,0,154,33,0,0,0-20000,5.79
1025260,Rebirth Fantasy Online,2019/3/29,1,Retro Craftz Studio,Retro Craftz Studio,windows,0,Online Multi-Player;MMO,Adventure;Free to Play;Indie;Massively Multiplayer;RPG;Early Access,Early Access;RPG;Indie,0,34,17,0,0,0-20000,0
1025270,Nogalious MSX,2019/2/28,1,LUEGOLU3GO STUDIOS,LUEGOLU3GO STUDIOS,windows,0,Single-player,Action;Adventure;Casual;Indie,Action;Indie;Casual,0,2,2,0,0,0-20000,2.89
1025480,1-Bit Revival: The Residuals of Null,2019/3/20,1,Alex Hanson-White,Alex Hanson-White,windows;linux,0,Single-player;Steam Achievements;Full controller support,Action;Indie,Indie;Action;Pixel Graphics,64,4,0,0,0,0-20000,2.89
1025580,Vainglory,2019/2/13,1,Super Evil Megacorp,Super Evil Megacorp,windows;mac,0,Online Multi-Player;Cross-Platform Multiplayer;In-App Purchases,Free to Play;Strategy;Early Access,Early Access;Free to Play;MOBA,0,1211,739,0,0,200000-500000,0
1025650,Astrog,2019/2/28,1,DigitalArtefact,DigitalArtefact,windows;linux,0,Single-player;Partial Controller Support,Action;Indie;Early Access,Early Access;Action;Indie,0,0,3,0,0,0-20000,11.39
1025710,Real Al's Humanity Academy,2019/4/1,1,Brett Moody;Keanan Pucci;Matthew Ricci,Affinity Studios LLC,windows,0,Single-player,Action;Casual;Free to Play;Indie,Free to Play;Action;Indie,0,11,1,0,0,0-20000,0
1025740,The Woods: VR Escape the Room,2019/4/4,1,Blue Entropy Studios,Blue Entropy Studios,windows,0,Single-player,Adventure;Indie;Strategy,Adventure;Indie;Strategy,0,3,7,0,0,0-20000,3.99
1025870,MONSTERS:SURVIVAL,2019/4/1,1,DCELL GAMES STUDIO,DCELL GAMES STUDIO,windows,12,Single-player,Action;Adventure;Indie;RPG;Early Access,Early Access;Action;Indie,0,3,3,0,0,0-20000,19.49
1025920,Manipulator of Figure 3,2019/2/16,1,Ravio Karo, Ravio Karo,windows,0,Single-player;Steam Achievements,Casual;Indie,Indie;Casual,6,20,2,0,0,0-20000,0.79
1025940,Super Nitrous Zoomer,2019/2/14,1,Virtual Bridgeworks,VT Publishing,windows,0,Single-player,Action,Action;Indie;Casual,0,0,1,0,0,0-20000,3.99
1025980,匿名信：失心者 / Strayer,2019/3/11,1,元气工作室,原力互娱,windows,0,Single-player,Adventure;Indie,Adventure;Indie,0,37,23,0,0,0-20000,1.69
1025990,Cube Human,2019/3/6,1,迷茫的菜鸟,迷茫的菜鸟,windows,0,Single-player;Co-op;Local Co-op,Adventure;Casual,Casual;Adventure;Puzzle,0,1,1,0,0,0-20000,0.79
1026030,Pew Pew Rocket,2019/2/28,1,StarSystemStudios?,StarSystemStudios?,windows,0,Single-player;Steam Achievements;Full controller support,Action;Casual,Action;Casual;Arcade,80,10,0,0,0,0-20000,1.69
1026080,The Antidote,2019/2/22,1,Innovative Underdogs,Innovative Underdogs,windows,0,Single-player,Adventure;Indie,Adventure;Indie;Point & Click,0,5,2,0,0,0-20000,3.99
1026130,STAB STAB STAB!,2019/4/2,1,Sbug Games,Sbug Games,windows,0,Single-player;Multi-player;Local Multi-Player;Co-op;Local Co-op;Shared/Split Screen;Full controller support,Action;Casual;Indie,Indie;Casual;Action,0,11,3,0,0,0-20000,5.79
1026210,BAD BILLY 2D VR,2019/2/19,1,Indiecode Games,Indiecode Games,windows,0,Single-player,Adventure;Casual;Indie,Casual;Indie;Adventure,5,1,1,0,0,0-20000,1.69
1026230,Be an Archer,2019/2/21,1,Dexion Games,Dexion Games,windows,0,Single-player,Casual;Indie;Simulation;Sports,Casual;Indie;Simulation,0,0,1,0,0,0-20000,1.69
1026250,Fall of castles,2019/2/21,1,Dexion Games,Dexion Games,windows,0,Single-player,Action;Adventure;Casual;Indie;Simulation,Casual;Indie;Action,0,0,1,0,0,0-20000,1.69
1026260,Simple Chess,2019/2/21,1,Dexion Games,Dexion Games,windows,0,Single-player,Casual;Indie;Simulation,Indie;Casual;Simulation,0,1,0,0,0,0-20000,0.79
1026270,Zombie Killers,2019/2/21,1,Dexion Games,Dexion Games,windows,0,Single-player,Action;Casual;Indie;Simulation,Action;Indie;Casual,0,1,0,0,0,0-20000,0.79
1026290,Stack Tower,2019/2/21,1,Dexion Games,Dexion Games,windows,0,Single-player,Action;Casual;Simulation,Casual;Action;Simulation,0,0,1,0,0,0-20000,0.79
1026330,2048,2019/2/21,1,Dexion Games,Dexion Games,windows,0,Single-player,Casual;Indie;Simulation,Indie;Casual;Simulation,0,0,1,0,0,0-20000,0.79
1026380,Overture Music Visualization,2019/3/1,1,BATTLESQUATCH,Retrograde Games,windows,0,Single-player,Casual;Early Access,Early Access;Casual,0,5,0,0,0,0-20000,7.19
1026390,Magic Heart,2019/3/31,1,Red Cattus,Red Cattus,windows,0,Single-player;Steam Achievements,Casual;Indie,Nudity;Sexual Content;Indie,7,3,2,0,0,0-20000,1.69
1026400,TAMASHII,2019/3/5,1,Vikintor,Vikintor,windows,0,Single-player;Steam Achievements;Full controller support,Indie,Indie;Nudity;Horror,25,27,1,0,0,0-20000,3.99
1026560,LOGistICAL 2: USA - Nevada,2019/2/22,1,Sacada,Sacada,windows,0,Single-player;Steam Achievements;Steam Cloud,Casual;Indie;Strategy,Casual;Strategy;Indie,100,1,0,0,0,0-20000,7.19
1026810,A Story of Us - ep. 1 - First Memories,2019/2/27,1,Towerfilm,Towerfilm,windows,0,Single-player,Adventure;Indie,Adventure;Indie;Nudity,0,1,1,0,0,0-20000,4.79
1026820,Coloring Game,2019/4/12,1,L. Stotch,L. Stotch,windows,0,Single-player;Steam Achievements;Steam Cloud,Casual;Free to Play;Indie,Casual;Free to Play;Indie,15,432,22,0,0,50000-100000,0
1026880,FIREGROUND,2019/2/26,1,Fedorov Ilya & Andrew Konovalov,Fedorov Ilya & Andrew Konovalov,windows,0,Multi-player;Online Multi-Player,Action;Indie;Massively Multiplayer;Simulation;Early Access,Early Access;Action;Indie,0,6,4,0,0,0-20000,2.89
1026900,Spattle Cats,2019/2/16,1,Virtual Bridgeworks,VT Publishing,windows,0,Single-player,Action,Action;Indie;Casual,0,0,2,0,0,0-20000,3.99
1026910,Memorise'n'run,2019/2/19,1,Use Your Head - Games;JOZGames,Use Your Head - Games,windows,0,Single-player;Steam Achievements,Action;Casual;Indie,Indie;Casual;Action,13,1,0,0,0,0-20000,0.79
1026940,Hei,2019/4/4,1,Goca Games,Goca Games,windows;mac,0,Single-player;Steam Achievements,Adventure;Indie,Adventure;Indie,14,3,0,0,0,0-20000,3.99
1026960,Professional Thief,2019/3/12,1,Kiddy,Kiddy,windows,0,Single-player,Action;Adventure;Indie;Simulation,Action;Adventure;Indie,0,3,2,0,0,0-20000,0.79
1027110,Retro Racing City,2019/4/4,1,Garnudo Games,Garnudo Games,windows,0,Single-player,Indie;Racing;Simulation,Indie;Simulation;Racing,0,3,1,0,0,0-20000,0.79
1027200,Cold Bite,2019/2/22,1,FailoutGames,FailoutGames,windows,0,Single-player;Steam Achievements,Action;Casual;Indie;Strategy,Action;Casual;Indie,11,2,2,0,0,0-20000,0.79
1027480,Birth of a Hunter,2019/3/4,1,Alex  Tritt,Alex Tritt,windows,0,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Free to Play;Indie,Action;Free to Play;Indie,36,5,3,0,0,0-20000,0
1027550,Bikini Surfer Girl - Wild Wahine,2019/3/21,1,Denki Gaka,Denki Gaka,windows,0,Single-player;Partial Controller Support,Sports;Early Access,Early Access;Sports,0,1,0,0,0,0-20000,3.99
1027700,Shmup Moments,2019/3/17,1,"Mankind, Inc.","Mankind, Inc.",windows,0,Single-player;Full controller support,Action;Casual;Indie,Action;Indie;Casual,0,3,2,0,0,0-20000,2.09
1027720,Push Pull,2019/3/8,1,abso1ution,abso1ution,windows,0,Single-player;Shared/Split Screen,Indie,Indie;Puzzle;Sokoban,9,6,0,0,0,0-20000,2.09
1027800,Fly Flew Flown,2019/2/21,1,Useless Machines,Useless Machines,windows,0,Single-player;Partial Controller Support,Action;Casual;Indie;Racing;Sports,Casual;Action;Indie,0,0,1,0,0,0-20000,2.09
1027890,CPU Architecture Sim,2019/4/19,1,Life Jumb DT,Atriagames,windows,0,Single-player;Steam Achievements,Casual,Casual,7,0,2,0,0,0-20000,1.69
1027930,Keystones,2019/3/1,1,Growing Seed Games,Growing Seed Games,windows,0,Single-player,Casual,Casual,2,1,0,0,0,0-20000,0.79
1027960,World Peace Simulator 2019,2019/2/20,1,Tim Rachor,Tim Rachor,windows,0,Single-player;Steam Cloud,Simulation,Simulation,0,1,0,0,0,0-20000,3.99
1027980,Space mining clicker,2019/3/16,1,Cold Coffee Studio,Cold Coffee Studio,windows;mac;linux,0,Single-player;Steam Achievements;Stats,Action;Indie;Simulation,Action;Indie;Simulation,12,17,7,0,0,0-20000,3.99
1027990,Antenna Dilemma,2019/4/24,1,Goloso Games,Goloso Games,windows,0,Single-player;Steam Achievements,Adventure;Indie,Adventure;Indie;Point & Click,10,15,1,0,0,0-20000,0
1028130,Gamble Fight Plus,2019/4/19,1,One Man Army,Eroge Japan,windows,0,Single-player;Partial Controller Support;Steam Cloud,Action;Indie,Sexual Content;Nudity;Action,0,41,21,0,0,0-20000,7.19
1028160,222,2019/2/22,1,David Mulder,David Mulder,windows,0,Single-player,Action,Action;Gore;Violent,0,4,4,0,0,0-20000,1.69
1028170,Tahko Alpine Ski,2019/2/25,1,3D Talo Finland;Joonas Suikki;Heikki Parviainen;Hemmo Tanskanen;Ville Nyyss?l?,3D Talo Finland Ltd.,windows,0,Single-player,Casual;Free to Play;Simulation;Sports,Free to Play;Casual;Simulation,0,22,4,0,0,0-20000,0
1028250,Magic Gun,2019/2/23,1,Angus Seung,Angus Seung,windows,0,Single-player;Steam Achievements;Steam Cloud;Stats,Action;Indie;RPG;Early Access,Early Access;Action;RPG,60,2,0,0,0,0-20000,2.89
1028300,Katana Soul,2019/3/25,1,SEEP,SEEP,windows,0,Single-player;Steam Achievements;Partial Controller Support,Action;Adventure;Indie,Action;Indie;Gore,13,10,0,0,0,0-20000,2.09
1028340,Spare Teeth VR,2019/3/29,1,L2D,Level 2 Design,windows,0,Single-player,Indie;Sports;Early Access,Early Access;Sports;Indie,0,1,1,0,0,0-20000,7.19
1028360,Robo Miner 2,2019/4/15,1,reiti.net,reiti.net,windows,0,Single-player;Partial Controller Support,Casual,Casual,0,0,1,0,0,0-20000,2.89
1028380,Data mining 6,2019/2/21,1,Blender Games,Blender Games,windows,0,Single-player;Steam Achievements,Casual;Indie,Indie;Casual;Puzzle,100,1,0,0,0,0-20000,0.79
1028410,Don't Look Back - VR,2019/2/22,1,Field Of Vision,Field Of Vision,windows,0,Single-player,Action;Indie,Action;Indie;VR,0,0,4,0,0,0-20000,1.69
1028460,Spellcasting Collection,2019/3/18,1,Legend Entertainment,Piko Interactive LLC,windows,0,Single-player,Adventure;RPG,Adventure;RPG;Nudity,0,1,0,0,0,0-20000,4.79
1028480,Minskies,2019/3/9,1,Binary Emotions,Piko Interactive LLC,windows,0,Single-player;Local Multi-Player,Action;Strategy,Action;Strategy,0,1,0,0,0,0-20000,3.99
1028490,Radical Rex,2019/3/7,1,Beam Software,Piko Interactive LLC,windows,0,Single-player;Partial Controller Support,Action;Adventure,Action;Adventure;Platformer,0,3,0,0,0,0-20000,3.99
1028520,Brave Battle Saga - The Legend of The Magic Warrior,2019/3/18,1,Chuanpu,Piko Interactive LLC,windows,0,Single-player;Partial Controller Support,Adventure;RPG,RPG;Adventure,0,2,1,0,0,0-20000,3.99
1028550,Sinewave,2019/3/1,1,Alfred Sandberg;Vige Ekelund,Alfred & Vige,windows,0,Single-player,Adventure;Indie,Indie;Adventure,0,3,0,0,0,0-20000,3.99
1028570,Lofi Ping Pong,2019/3/12,1,Calvares,Kalvarez A. Party,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support;Steam Leaderboards,Indie,Indie;Rhythm;Music,5,47,3,0,0,0-20000,3.99
1028610,Shift Shaft,2019/3/5,1,Krobin Games,Krobin Games,windows,0,Single-player;Local Multi-Player;Shared/Split Screen;Steam Achievements;Steam Cloud,Adventure;Casual;Indie,Indie;Adventure;Casual,33,5,0,0,0,0-20000,4.79
1028730,Creo God Simulator,2019/3/2,1,MKSM Design LLC,MKSM Design LLC,windows,0,Single-player,Indie;Simulation;Strategy;Early Access,Early Access;Simulation;Strategy,0,9,1,0,0,0-20000,11.39
1028750,Ultimate Logic Puzzle Collection,2019/2/28,1,Stanley Lam,Stanley Lam,windows;mac,0,Single-player;Steam Achievements;Steam Leaderboards,Casual;Free to Play;Indie,Free to Play;Casual;Indie,100,10,4,0,0,0-20000,0
1028760,Snow Battle Princess SAYUKI | 雪ん娘大旋風,2019/3/20,1,Joyfulstar,Joyfulstar,windows,0,Single-player;Multi-player;Local Co-op;Shared/Split Screen;Partial Controller Support,Action,Action;Anime,0,14,1,0,0,0-20000,11.39
1028810,The Cellar,2019/3/7,1,Psycho Boy Jack,Psycho Boy Jack,windows,0,Single-player,Indie,Indie;Horror;Psychological Horror,7,7,6,0,0,0-20000,2.89
1028820,Horror Stories,2019/2/21,1,RandomSpin,RandomSpin,windows,0,Single-player;Steam Achievements,Action;Casual;Indie,Action;Indie;Casual,6,3,3,0,0,0-20000,2.89
1028830,Destiny Hunter,2019/3/17,1,TheMasterGames,TheMasterGames,windows,0,Single-player,Action;Adventure;RPG,Action;RPG;Violent,0,0,3,0,0,0-20000,11.39
1028860,Star Chef: Cooking & Restaurant Game,2019/4/3,1,99Games Online Pvt. Ltd.,99Games Online Pvt. Ltd.,windows,0,Single-player;Steam Achievements;In-App Purchases,Casual;Free to Play;Indie;Simulation,Free to Play;Simulation;Indie,98,8,13,0,0,0-20000,0
1028880,Mistero a Villa MilaFlora,2019/3/3,0,Armando,Armando Old Style Games,windows;mac;linux,0,Single-player;Partial Controller Support,RPG,RPG;RPGMaker,0,3,1,0,0,0-20000,0.79
1028930,It Moves,2019/2/21,1,SnowOwl,Kodama Games,windows,0,Single-player;Full controller support,Free to Play;Indie,Free to Play;Indie;Horror,0,106,14,0,0,20000-50000,0
1028940,DHARMA: THE SWAN,2019/3/29,1,Star Legion,Star Legion,windows,0,Single-player;Steam Achievements,Adventure;Casual;Indie;Simulation;Early Access,Early Access;Adventure;Indie,24,14,2,0,0,0-20000,6.19
1028950,Transhaping,2019/2/25,1,Unbound Interactive,Unbound Interactive,windows;mac,0,Single-player;Co-op;Local Co-op;Shared/Split Screen,Casual;Indie,Indie;Casual,12,1,0,0,0,0-20000,10.29
1028990,Maze Of Time,2019/2/23,1,Frederik Holst,Frederik Holst,windows;mac;linux,0,Single-player;Steam Achievements;Steam Leaderboards,Adventure;Strategy,Strategy;Adventure,11,0,1,0,0,0-20000,1.69
1029000,Hentai Story,2019/4/4,1,Unreal Gaming,Unreal Gaming,windows,0,Single-player;Steam Achievements,Indie;RPG,Nudity;Indie;Mature,20,33,3,0,0,0-20000,0.79
1029040,Baby Redemption,2019/4/5,1,Shotgun Anaconda,Shotgun Anaconda,windows,0,Single-player,Action;Adventure;Indie,Indie;Action;Adventure,12,8,1,0,0,0-20000,3.99
1029050,Dodge Diego,2019/2/22,1,HaDe;wookles,HaDe,windows,0,Single-player,Adventure;Casual;Indie,Indie;Casual;Adventure,0,2,0,0,0,0-20000,0.79
1029070,Spark of Light,2019/3/21,1,Pillow's Willow,Pillow's Willow,windows,0,Single-player,Adventure;Casual;Indie,Adventure;Indie;Casual,0,10,0,0,0,0-20000,4.79
1029080,Nowhere Station,2019/3/29,1,Other Side Worlds,Other Side Worlds,windows,0,Single-player,Action;Indie,Indie;Action;Top-Down Shooter,0,19,0,0,0,0-20000,5.79
1029110,Trash Time,2019/3/8,1,Dalibor Barto?,Dalibor Barto?;TEDI Games,windows,0,Single-player;Steam Achievements,Casual,Casual;VR;VR Only,5,20,0,0,0,0-20000,0
1029130,Sordwin: The Evertree Saga,2019/3/7,1,Hosted Games,Hosted Games,windows;mac;linux,0,Single-player;Steam Achievements;Captions available;Steam Cloud,Adventure;Indie;RPG,Adventure;Indie;RPG,75,7,0,0,0,0-20000,3.99
1029150,Totem Force,2019/4/4,1,Hosted Games,Hosted Games,windows;mac;linux,0,Single-player;Steam Achievements;Captions available;Steam Cloud,Adventure;Indie;RPG,Adventure;Indie;RPG,56,2,1,0,0,0-20000,3.99
1029160,Sunset Planet,2019/3/1,1,So Dank Studio,So Dank Studio,windows,0,Single-player;Steam Achievements,Adventure;Indie;Strategy,Indie;Strategy;Adventure,6,8,2,0,0,0-20000,0.99
1029340,Stream Animals,2019/3/27,1,Smash Bolt Games,Smash Bolt Games,windows,0,Multi-player;Online Multi-Player,Casual;Early Access,Early Access;Casual,0,3,0,0,0,0-20000,7.19
1029380,Monster Hunting... For Love!,2019/3/15,1,DyneWulf,WolfBite Interactive,windows;mac;linux,0,Single-player;Steam Achievements,Casual;Indie,Indie;Casual,20,10,0,0,0,0-20000,2.89
1029470,Angry Farm,2019/2/28,1,SAFING,SAFING,windows,0,Single-player;Steam Achievements,Action;Indie;Strategy;Early Access,Early Access;Indie;Strategy,11,1,1,0,0,0-20000,2.89
1029500,中华三国志 the Three Kingdoms of China,2019/3/30,0,中三之家,中三之家,windows,0,Single-player,Free to Play;Indie;Strategy,Indie;Free to Play;Strategy,0,400,60,0,0,50000-100000,0
1029600,Purple Deathmatch,2019/3/9,1,Young Dolphin,Dagestan Technology,windows,0,Single-player;Steam Achievements,Adventure;Indie,Indie;Adventure,7,1,2,0,0,0-20000,0.79
1029630,Power & Revolution 2019 Edition,2019/3/12,1,Eversim,Eversim,windows,0,Single-player;Steam Achievements,Simulation;Strategy,Strategy;Simulation;Politics,71,50,63,0,0,0-20000,39.99
1029660,Athletics Games VR,2019/2/22,1,Vicente Rosell Roig,Vicente Rosell Roig,windows,0,Single-player,Racing;Sports,Sports;Racing,0,3,2,0,0,0-20000,2.09
1029790,Qubes,2019/3/15,1,DavideJ,DavideJ,windows,0,Multi-player;Online Multi-Player,Casual;Early Access,Early Access;Casual,0,6,0,0,0,0-20000,3.99
1029840,Ne Touchez Pas 5,2019/3/4,1,Chequered Ink Ltd.,Chequered Ink Ltd.,windows,0,Single-player;Full controller support,Action;Casual,Action;Casual,0,1,0,0,0,0-20000,0.79
1029860,Amber's Airline - 7 Wonders,2019/4/18,1,Old Skull Games,GameHouse,windows;mac,0,Single-player;Steam Achievements,Casual,Casual;Time Management;Adventure,16,7,1,0,0,0-20000,10.29
1029920,Twinship,2019/3/14,1,RewindApp,RewindApp,windows,0,Single-player,Casual;Indie;Strategy,Casual;Indie;Strategy,0,10,4,0,0,0-20000,0.79
1029930,Bud Blitz,2019/3/8,1,Dave Brake Creations,Dave Brake Creations,windows;mac,0,Single-player;Steam Achievements,Action;Indie,Action;Indie,35,0,1,0,0,0-20000,2.89
1029970,Dig Deep,2019/3/8,1,Flippancy Studio,Flippancy Studio,windows;mac,0,Single-player,Action;Casual;Indie,Action;Indie;Casual,0,28,0,0,0,0-20000,0
1029980,UBERMOSH Vol.7,2019/2/26,1,Walter Machado,Walter Machado,windows,0,Single-player;Steam Achievements,Action;Indie;Early Access,Early Access;Indie;Action,6,49,1,0,0,0-20000,13.99
1030090,Legend of GBC Tycoon GBC土豪金传说,2019/3/15,1,绚丽奈落,0Cube,windows,0,Single-player;Steam Achievements;Partial Controller Support,Action;Adventure;Casual;Indie;RPG;Simulation;Sports;Strategy,Casual;Adventure;Indie,37,23,0,0,0,0-20000,2.89
1030190,Amaranthine Voyage: The Orb of Purity Collector's Edition,2019/3/15,1,Eipix Entertainment,Big Fish Games,windows,0,Single-player,Adventure;Casual,Adventure;Casual;Hidden Object,0,1,0,0,0,0-20000,10.29
1030240,Dino Tour VR,2019/2/26,1,SIMSREALITY,SIMSREALITY,windows,0,Single-player,Adventure;Free to Play;Simulation,Free to Play;Adventure;Simulation,0,4,3,0,0,0-20000,0
1030280,翔的堕落人生,2019/3/15,0,H  Legion,H  Legion,windows,0,Single-player,Adventure;Casual;Indie;RPG;Simulation;Strategy,Sexual Content;Nudity;Casual,1,22,52,0,0,0-20000,1.69
1030360,Midnight Evil,2019/2/26,1,Nathan Sanders,"Impulse Game Studios, LLC.",windows,0,Single-player;Steam Achievements,Action;Indie,Action;Indie;Horror,22,5,1,0,0,0-20000,7.19
1030380,Real Fishing VR,2019/3/5,1,Funnypack,Funnypack,windows,0,Single-player,Action;Indie;Sports,Action;Indie;Sports,0,7,7,0,0,0-20000,10.29
1030520,Grater,2019/3/5,1,Inner World Games,Inner World Games,windows,0,Single-player;Steam Cloud,Casual;Indie,Indie;Casual,0,2,0,0,0,0-20000,1.69
1030530,Eleven Islands,2019/2/25,1,Joyful Software,HH-Games,windows,0,Single-player,Casual,Casual;Match 3,0,3,0,0,0,0-20000,4.79
1030580,Your Future Self,2019/3/8,1,Contortionist Games,Contortionist Games,windows;mac;linux,0,Single-player;Steam Achievements,Adventure;Casual;Indie,Casual;Indie;Adventure,9,25,0,0,0,0-20000,3.99
1030730,VIP Shuttle,2019/4/11,1,Eliser Wiedemann;Sascha Rushing,Phaenom GmbH,windows,0,Single-player,Simulation,Simulation;VR,0,2,3,0,0,0-20000,0
1030960,Land War,2019/3/28,1,Brian Hockenmaier,Brian Hockenmaier,windows,0,Multi-player;Local Multi-Player;Shared/Split Screen;Full controller support,Casual;Indie;Strategy,Casual;Strategy;Indie,0,5,0,0,0,0-20000,4
1030970,Dream rose,2019/2/27,0,???,???,windows,0,Single-player,Adventure;Indie,Adventure;Indie,0,5,0,0,0,0-20000,3.99
1031110,Unroaded,2019/3/6,1,Dihen,Dihen,windows,0,Single-player;Steam Achievements,Casual;Free to Play;Indie,Free to Play;Indie;Casual,5,93,5,0,0,0-20000,0
1031140,The Horus Heresy: Legions,2019/3/28,1,Everguild Ltd.,Everguild Ltd.,windows;mac,0,Single-player;Online Multi-Player;Cross-Platform Multiplayer;Steam Achievements;In-App Purchases,Free to Play;Strategy,Free to Play;Strategy;Card Game,24,155,65,0,0,50000-100000,0
1031200,Mad Gun Range VR Simulator,2019/4/4,1,Monkey Reality Games,Extreme Games,windows,0,Single-player,Action;Adventure;Indie;Simulation,Action;Indie;Simulation,0,2,0,0,0,0-20000,7.19
1031290,Grove flowers,2019/2/26,1,Artepi Corporation,Artepi Corporation,windows,0,Single-player;Steam Achievements;Partial Controller Support,Adventure;Casual;Indie;Simulation,Indie;Casual;Adventure,21,3,1,0,0,0-20000,0.79
1031320,Malevolence,2019/2/19,1,Ezekiel Rage,Plug In Digital,windows,0,Single-player,Adventure,Adventure;Gore;Nudity,0,2,0,0,0,0-20000,7.19
1031330,Lyratha: Labyrinth - Survival - Escape,2019/3/11,1,Lord Imperio,Lord Imperio,windows,0,Single-player;Steam Cloud,Adventure;Indie;Strategy;Early Access,Early Access;Indie;Strategy,0,8,2,0,0,0-20000,6.19
1031440,TOKYO CHRONOS,2019/3/19,1,MyDearest Inc.,Sekai Project,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Adventure;Simulation,Adventure;Simulation;Violent,23,55,2,0,0,0-20000,30.99
1031480,東方幕華祭 春雪篇 ～ Fantastic Danmaku Festival Part II,2019/3/18,1,东方幕华祭制作组,东方幕华祭制作组,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Indie,Indie;Bullet Hell;Faith,27,619,19,154,154,0-20000,10.29
1031540,aMAZE Lunar,2019/2/26,1,Blender Games,Blender Games,windows,0,Single-player;Steam Achievements,Casual;Indie,Casual;Indie;2D,100,10,5,0,0,0-20000,0.79
1031550,Lovers ' Smiles 2,2019/3/5,1,S'Games;Lucky Games,Lucky Games,windows,0,Single-player;Steam Achievements,Casual;Indie,Casual;Indie,90,6,0,0,0,0-20000,1.69
1031570,Hookshot,2019/2/25,1,Tuwi Michael Nannings,NanningsGames,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Casual;Indie,Casual;Indie;Atmospheric,24,2,4,0,0,0-20000,1.69
1031580,4DSnake,2019/4/4,1,Tobias Nilsson,Tobias Nilsson,windows;linux,0,Single-player;Steam Achievements;Steam Cloud;Steam Leaderboards,Casual;Indie;Strategy,Indie;Casual;Strategy,95,1,0,0,0,0-20000,5.19
1031590,The Adventures of Perseus,2019/2/27,1,PixQuake,HH-Games,windows,0,Single-player,Casual,Casual;Match 3,0,5,1,0,0,0-20000,3.99
1031640,Super Orb Collector,2019/2/25,1,Tuwi Michael Nannings,NanningsGames,windows,0,Single-player;Steam Achievements;Full controller support;Steam Cloud,Casual;Indie,Casual;Indie;Mouse only,24,3,2,0,0,0-20000,1.69
1031660,Mango Cart,2019/3/25,1,AkriGames,AkriGames,windows;mac;linux,0,Single-player,Indie;Simulation;Strategy,Simulation;Strategy;Indie,0,4,1,0,0,0-20000,6.99
1031700,Survivor,2019/4/22,1,Reija Meril?inen,Reija Meril?inen,windows;mac,0,Single-player,Adventure;Free to Play;Indie,Adventure;Indie;Free to Play,0,32,9,0,0,0-20000,0
1031770,Воин Хинора,2019/3/11,1,EvaGames,EvaGames,windows,0,Single-player,Adventure;Indie;RPG,Adventure;Indie;RPG,0,4,0,0,0,0-20000,1.69
1031810,КАНДИДАТ,2019/2/28,1,AmagSwag Games,AmagSwag Games,windows,0,Single-player;Steam Achievements,Indie;Simulation,Indie;Simulation,3,6,6,0,0,0-20000,0.79
1031840,Shop Battle,2019/3/3,1,stariy8419,stariy8419,windows,0,Single-player;Steam Achievements,Action,Action,8,1,0,0,0,0-20000,0.79
1031850,The Witchcraft of Skysword - 天翔と剣のウィッチクラフト,2019/2/25,0,toRipota,toRipota,windows,0,Single-player;Partial Controller Support,Action,Action;Anime,0,1,0,0,0,0-20000,3.99
1031910,The Path To Die,2019/3/8,1,Cat Logic Games,Cat Logic Games,windows,0,Single-player;Partial Controller Support;Steam Cloud,Action;Adventure;Indie,Action;Gore;Violent,0,8,0,0,0,0-20000,13.49
1031920,Симулятор Сидения у Подъезда,2019/4/25,0,Kavkaz Sila Games,Kavkaz Sila Games,windows,18,Single-player;Steam Achievements,Simulation,Simulation,1,9,2,0,0,0-20000,0.79
